"# This page contains raw intensities for all 8 slides.
# Column ""Block"": block number of each probe.
# Column ""Column"": column number of each probe.
# Column ""Row"": row number of each probe.
# Column ""Name"": the name of each miRNA/probe.
# Column ""ID"": array ID of the probes, each miRNA always has its unique probe, but some miRNAs may have two different probes.
# Column ""ForeGround"": the foreground intensity of each probe.
# Column ""ForeGround-BackGround"": the signal of the probe after background correction.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,ForeGround,,,,,,,,ForeGround-BackGround,,,,,,,
Block,Column,Row,Name,ID,1A_f,1B_f,2A_f,2B_f,3A_f,3B_f,4A_f,4B_f,1A_f_b,1B_f_b,2A_f_b,2B_f_b,3A_f_b,3B_f_b,4A_f_b,4B_f_b
26,5,10,,49052,67,66,52,62,68,68,68,45,-143,-18,3,-3,-8,-4,5,-2
26,6,10,,49985,77,77,56,78,65,81,64,46,-130,-4,5,7,-4,10,-3,0
26,7,10,,50173,75,60,56,55,61,74,82,59,-105,-12,6,-14,-9,5,20,11
26,8,10,,50044,77,64,60,59,86,62,70,67,-42,-6,12,-13,13,-10,8,21
26,9,10,cel-miR-794,49957,65,68,49,57,65,64,67,52,-4,6,-2,-18,-3,-7,8,6
26,10,10,spike_control_g,10905,55,56,50,57,57,65,55,49,-7,1,1,-9,-14,-11,0,2
26,11,10,,49645,59,56,60,58,66,64,69,55,-8,0,11,3,-3,-9,19,8
26,12,10,,48932,97,77,69,72,88,82,95,76,33,23,19,16,16,10,50,26
26,13,10,,49200,66,95,63,58,82,77,74,57,0,36,14,3,8,5,28,8
26,14,10,,50200,57,57,56,63,76,62,48,51,-4,1,5,7,2,-9,2,1
26,15,10,,49762,75,80,45,51,75,66,47,44,12,22,-6,-7,-1,-5,-6,-6
26,1,11,,48973,73,72,54,48,67,66,77,55,-374,-38,4,-13,-10,-9,5,8
26,2,11,,47447,99,73,80,77,100,74,71,75,-392,-31,29,17,16,2,0,30
26,3,11,,28616,113,105,58,58,210,97,79,56,-434,3,10,-1,127,27,22,10
26,4,11,,49002,69,65,51,67,65,71,84,54,-343,-34,3,5,-11,-5,23,9
26,5,11,,49487,144,90,63,79,120,111,101,62,-124,-3,13,16,44,40,27,15
26,6,11,,50065,66,52,47,55,53,65,81,54,-160,-30,-4,-12,-20,-8,8,9
26,7,11,,49993,90,60,59,70,65,72,74,53,-128,-17,9,3,-6,2,13,7
26,8,11,cel-miR-78,49593,82,65,68,87,76,72,76,54,-119,-5,18,-3,5,3,18,7
26,9,11,,49970,82,59,59,59,70,56,70,57,-46,-3,9,-50,2,-16,16,11
26,10,11,,49893,215,193,133,224,534,317,143,134,142,135,83,161,461,244,95,90
26,11,11,spike_control_e,10906,73,63,56,68,71,66,76,52,9,8,6,14,1,-6,28,5
26,12,11,,50390,53,58,51,59,70,74,76,62,-11,5,0,4,1,0,31,15
26,13,11,,50249,84,64,71,82,78,83,64,55,16,8,19,29,5,11,16,8
26,14,11,cel-miR-49,49990,57,58,59,62,54,62,69,53,-3,3,9,3,-20,-12,25,7
26,15,11,,49891,58,59,54,58,60,57,80,54,-5,5,3,2,-14,-16,29,6
26,1,12,,50016,108,74,54,60,80,61,72,53,-452,-36,2,-2,2,-10,8,6
26,2,12,,49216,118,63,60,48,68,59,61,50,-659,-41,11,-10,-16,-11,-7,3
26,3,12,,49465,92,72,51,74,62,65,65,64,-1031,-30,0,17,-17,-7,-1,17
26,4,12,,49701,93,76,54,51,72,62,78,55,-821,-26,4,-12,-6,-11,9,7
26,5,12,,49064,129,82,64,64,82,77,89,64,-289,-13,11,-4,5,8,15,18
26,6,12,cel-miR-39,48900,67,58,51,48,56,66,60,51,-217,-30,3,-22,-17,-6,-15,5
26,7,12,cel-miR-234,48970,111,85,97,64,81,80,76,56,-136,4,50,-7,10,8,8,10
26,8,12,,50443,75,60,50,57,59,62,64,46,-163,-14,-1,-70,-30,-6,10,-3
26,9,12,,49618,73,54,47,62,55,65,68,53,-129,-6,-4,-182,-18,-7,12,6
26,10,12,,49789,103,57,56,75,74,80,73,52,-36,1,5,-13,-3,9,22,6
26,11,12,cel-miR-34,49291,73,73,54,70,73,71,94,66,-11,19,3,17,0,-2,44,19
26,12,12,spike_control_h,10907,65,79,52,63,75,69,57,58,-5,18,-2,8,3,-3,12,9
26,13,12,,50292,127,208,112,106,185,243,116,63,59,146,59,52,114,168,67,15
26,14,12,cel-miR-256,49481,78,89,61,65,211,131,65,56,15,31,10,9,143,54,15,6
26,15,12,,50351,274,281,179,212,260,177,249,178,208,222,126,157,187,104,200,128
26,1,13,,49577,96,66,54,53,77,65,67,53,-768,-38,3,-5,-3,-12,-11,6
26,2,13,,48147,80,63,56,53,66,72,81,52,-706,-40,7,-8,-13,-4,4,5
26,3,13,,49243,254,106,65,81,108,107,140,69,-700,8,12,20,26,29,66,22
26,4,13,,49076,84,62,57,62,64,59,87,52,-963,-41,6,-4,-15,-17,21,1
26,5,13,,50135,136,72,70,66,98,88,89,77,-374,-26,18,-12,23,13,16,29
26,6,13,,48349,1617,1078,902,372,1212,967,640,319,1253,986,851,300,1141,893,573,273
26,7,13,,7190,435,307,152,508,300,234,225,117,133,219,105,436,227,163,158,69
26,8,13,,48968,114,410,207,1240,656,141,78,119,-150,335,155,1094,562,68,19,71
26,9,13,,49980,84,59,50,99,67,67,85,56,-163,-2,-1,-179,-7,-5,31,9
26,10,13,cel-miR-51,49507,87,90,47,65,71,73,58,53,-115,34,-1,-29,-2,-2,6,7
26,11,13,,50193,83,57,49,67,83,81,69,59,-63,5,-1,11,11,7,18,12
26,12,13,,50299,58,61,49,46,61,64,57,52,-31,2,-3,-9,-15,-8,9,3
26,13,13,,49994,71,93,58,60,56,63,72,54,3,22,6,4,-17,-9,25,5
26,14,13,,49528,76,125,50,66,65,74,65,54,10,57,0,6,-7,-1,16,5
26,15,13,,49657,373,330,138,353,399,340,453,184,307,271,88,300,320,267,404,136
26,1,14,Hy3,13138,2126,829,649,588,1449,1055,1785,918,1060,717,598,530,1371,966,1697,866
26,2,14,,49888,117,78,58,52,60,72,73,56,-1006,-31,10,-10,-22,-11,-11,10
26,3,14,,49566,226,118,98,83,119,144,142,126,-634,14,46,24,39,67,53,79
26,4,14,,48670,170,71,82,76,97,69,70,54,-559,-33,33,4,16,-9,2,3
26,5,14,,48053,112,75,63,91,61,71,71,48,-345,-28,10,-61,-17,-4,3,-1
26,6,14,,48948,76,74,51,85,76,79,71,56,-304,-25,-2,-61,7,6,4,8
26,7,14,,50403,85,69,55,69,71,69,58,62,-260,-17,6,-7,-6,-2,-7,13
26,8,14,,49324,71,59,50,52,60,64,68,55,-253,-11,3,-49,-15,-12,11,5
26,9,14,,50250,140,76,62,123,73,70,82,68,-160,14,11,-85,-2,-5,26,19
26,10,14,,49112,79,47,47,60,57,56,54,47,-169,-8,-3,-58,-17,-18,3,-1
26,11,14,,49946,63,53,54,53,59,62,54,56,-141,-3,4,-9,-12,-11,4,8
26,12,14,,48522,69,87,50,47,66,58,71,47,-79,24,0,-12,-19,-11,24,-3
26,13,14,Empty,0,86,96,51,61,71,74,55,48,-3,31,1,3,-7,0,5,-2
26,14,14,Hy3,13138,975,672,561,861,1354,398,294,463,904,612,509,802,1275,325,244,414
26,15,14,Hy3,13138,670,583,464,471,761,605,1003,675,604,521,411,414,681,531,951,622
27,1,1,Hy3,13138,1044,1117,1087,955,1302,551,1951,758,981,1059,1037,903,1230,481,1902,711
27,2,1,,10925,92,139,101,90,121,99,89,72,29,79,54,38,50,35,42,26
27,3,1,,46859,62,83,56,57,71,71,72,61,-1,18,7,5,0,5,24,15
27,4,1,,10928,146,268,237,174,232,162,147,85,84,214,187,123,159,95,96,42
27,5,1,,42442,80,180,88,164,235,109,97,81,17,119,38,113,162,43,50,36
27,6,1,,17870,62,71,61,54,92,69,79,57,1,10,13,7,20,4,30,13
27,7,1,,29736,70,107,56,50,69,60,60,54,10,43,7,1,-1,-7,14,9
27,8,1,,28884,60,63,51,53,61,68,66,44,0,6,4,4,-8,2,20,0
27,9,1,,42477,84,82,65,59,72,60,56,54,21,17,18,8,5,0,11,11
27,10,1,,11084,58,61,63,50,49,63,72,50,-3,-6,17,-3,-25,0,24,11
27,11,1,,14270,70,90,50,46,64,71,85,53,2,17,5,-5,-1,6,37,12
27,12,1,,42540,74,81,48,45,59,55,68,42,3,18,2,-6,-5,-10,21,2
27,13,1,,30121,81,79,70,77,115,76,76,48,20,25,23,18,47,10,28,8
27,14,1,,42942,53,50,45,55,61,68,51,48,-8,-9,-2,-8,-5,3,-2,7
27,15,1,Hy3,13138,1196,943,1399,1165,762,689,2406,1304,1139,889,1351,1111,692,621,2358,1265
27,1,2,,28396,93,76,98,62,80,69,102,75,30,20,49,9,9,2,54,29
27,2,2,,42693,77,71,58,58,68,71,75,57,12,9,10,4,-5,5,27,13
27,3,2,,42690,108,118,101,70,105,84,99,92,47,50,50,15,33,15,49,45
27,4,2,,10985,413,1803,1020,990,1670,1250,471,384,352,1743,970,939,1599,1183,419,337
27,5,2,,17944,57,76,56,55,58,55,59,45,-7,13,7,5,-16,-10,10,2
27,6,2,,10986,74,107,70,68,109,56,71,59,13,41,20,19,36,-10,24,13
27,7,2,,42581,83,161,90,97,152,81,75,62,21,97,42,46,80,12,30,16
27,8,2,,42808,78,88,78,67,99,67,54,60,15,24,32,18,23,2,9,18
27,9,2,,11091,61,50,50,52,54,55,62,41,-2,-16,4,1,-16,-11,15,1
27,10,2,,42483,74,104,157,106,77,63,67,67,10,46,110,48,2,-3,20,27
27,11,2,,11182,113,223,80,96,176,92,68,54,44,101,34,39,106,26,18,14
27,12,2,,42989,87,124,47,59,61,68,57,44,17,47,0,7,-7,4,7,4
27,13,2,,42967,65,72,58,62,58,56,86,63,4,10,11,-1,-7,-10,43,22
27,14,2,,19591,76,110,63,66,79,66,82,58,13,52,17,6,12,0,34,17
27,15,2,,27838,66,63,67,64,62,64,83,53,5,12,20,12,-8,-7,33,14
27,1,3,,5740,87,126,110,86,123,193,116,82,23,70,59,31,47,127,70,33
27,2,3,,11166,67,70,59,60,82,57,57,51,4,9,11,7,8,-12,10,3
27,3,3,spike_control_i,14257,69,115,64,82,90,68,77,66,7,52,14,29,20,-4,26,18
27,4,3,,17749,984,5553,2126,3653,5436,3089,1172,450,921,5487,2075,3602,5367,3021,1122,406
27,5,3,,42542,68,123,65,77,125,69,53,62,7,57,15,30,53,4,6,16
27,6,3,,-1,59,75,55,57,73,60,54,54,-4,10,6,7,1,-6,1,8
27,7,3,,11090,67,105,48,50,74,62,48,55,6,45,-1,-1,3,-5,-5,9
27,8,3,,42940,65,85,52,69,57,60,67,58,1,28,7,4,-11,-4,22,19
27,9,3,Empty,0,66,48,42,87,69,62,50,43,3,-4,-4,6,1,1,1,2
27,10,3,,49476,65,79,54,53,64,65,90,57,0,13,7,-6,-16,0,41,14
27,11,3,,49954,66,138,46,48,60,54,56,48,-4,34,0,-5,-21,-7,7,7
27,12,3,,49503,95,79,63,80,88,61,77,60,25,19,16,17,8,-4,32,19
27,13,3,,49551,52,66,51,52,64,68,54,50,-11,11,7,-18,-12,0,6,8
27,14,3,,50215,47,79,46,54,57,58,51,44,-14,26,3,-6,-25,-7,5,4
27,15,3,,49692,59,54,43,49,69,64,58,40,-2,3,-1,0,-3,-2,12,1
27,1,4,,49199,62,66,54,61,67,65,84,53,0,6,2,10,-6,-2,38,4
27,2,4,,47189,67,70,56,58,75,64,83,54,3,6,6,7,2,-2,33,6
27,3,4,,50327,141,265,209,307,581,184,130,134,75,207,160,254,508,117,79,88
27,4,4,spike_control_a,14261,54,74,54,51,68,58,69,51,-9,8,2,-1,0,-10,19,8
27,5,4,,49276,51,84,48,56,62,58,55,55,-7,18,-3,5,-11,-11,8,12
27,6,4,,49415,71,89,70,63,74,68,90,55,8,28,20,11,3,-3,42,10
27,7,4,,50150,59,89,52,52,68,65,74,51,-5,30,3,6,-2,-3,21,10
27,8,4,,50082,85,131,96,135,161,72,155,87,25,77,48,43,91,5,102,44
27,9,4,,49192,63,52,51,83,62,59,78,54,0,-3,4,-179,-13,-4,18,12
27,10,4,,49335,86,115,80,78,68,61,80,66,24,51,34,-6,-14,-4,10,23
27,11,4,,49128,106,140,98,71,87,88,118,107,40,67,53,9,14,22,52,64
27,12,4,,47083,69,58,48,62,63,58,57,52,1,2,2,-8,-10,-4,12,7
27,13,4,,49690,76,63,51,64,60,67,60,49,13,8,5,-2,-25,1,10,6
27,14,4,,49218,59,56,65,57,74,63,76,44,-1,4,18,1,-32,-3,30,5
27,15,4,,50417,73,58,68,57,62,66,71,56,13,5,21,7,-11,-3,28,17
27,1,5,cel-miR-70,49210,65,63,54,60,57,70,79,61,1,0,3,9,-15,3,31,15
27,2,5,,50355,86,113,81,71,70,71,84,68,23,51,29,21,0,5,35,24
27,3,5,,28444,75,76,71,63,70,77,77,68,11,20,19,11,-2,6,29,25
27,4,5,,49251,55,73,43,59,62,57,65,49,-11,12,-8,8,-5,-11,14,3
27,5,5,spike_control_f,14262,74,62,60,52,70,63,56,47,11,3,10,0,0,-5,5,2
27,6,5,cel-miR-1829c,49492,63,55,53,52,62,62,59,48,1,-4,5,-1,-7,-9,13,3
27,7,5,,49347,336,224,319,130,186,212,120,232,273,163,272,81,117,144,71,190
27,8,5,,49794,62,56,50,55,74,55,74,55,2,2,3,-31,6,-11,-7,15
27,9,5,,49009,93,61,52,59,65,61,29988,62,27,6,6,-71,-9,-5,29873,20
27,10,5,,49627,59,59,58,67,66,69,84,52,-6,1,12,-26,-9,3,-10,9
27,11,5,cel-miR-793,49725,61,56,49,65,72,70,137,45,-5,-5,3,-13,2,6,34,0
27,12,5,,49027,74,62,53,66,67,63,77,52,3,9,9,-3,1,-2,21,10
27,13,5,,49839,58,46,50,49,67,56,55,47,-5,-4,4,-15,-9,-8,8,6
27,14,5,,49205,60,61,48,49,93,65,60,41,1,10,-1,-2,2,-1,11,0
27,15,5,,47759,65,117,74,62,95,93,76,53,2,67,26,17,19,24,29,14
27,1,6,,50408,122,171,102,87,253,136,84,68,61,109,52,36,183,64,37,22
27,2,6,,25728,279,685,357,437,831,572,215,154,213,631,308,386,755,505,168,110
27,3,6,,50432,53,62,48,52,74,60,49,43,-11,2,-2,0,1,-5,1,-3
27,4,6,,49547,71,84,74,81,98,78,71,48,6,25,19,30,31,11,22,2
27,5,6,,49426,67,69,63,60,82,71,70,53,5,14,4,9,15,1,22,10
27,6,6,spike_control_b,14263,61,64,58,55,59,65,81,56,2,9,8,4,-16,-5,32,13
27,7,6,,50067,52,54,47,56,53,59,66,49,-11,-1,0,-2,-22,-8,18,6
27,8,6,,50102,83,108,85,81,181,99,97,63,23,57,38,12,113,32,37,20
27,9,6,,47045,77,55,51,57,60,55,81,55,11,1,5,-23,-45,-13,9,12
27,10,6,cel-miR-71,50164,64,57,52,65,81,62,64,54,0,6,5,-22,-35,-3,4,12
27,11,6,cel-miR-86,49215,55,52,52,55,63,60,66,56,-5,0,5,-26,-15,-2,9,13
27,12,6,,49935,1078,103,231,232,355,181,131,132,1011,41,185,174,286,116,82,92
27,13,6,,50471,57,56,50,46,61,49,57,45,-7,-1,4,-2,-11,-16,8,5
27,14,6,,49026,63,51,45,46,73,58,65,51,0,-2,-1,0,-3,-8,17,9
27,15,6,,49729,59,54,49,49,71,59,59,44,-5,2,5,2,-3,-7,12,5
27,1,7,,29837,186,276,157,157,267,206,123,98,121,218,107,105,195,137,79,54
27,2,7,,49258,62,76,53,50,67,60,47,50,-1,19,4,-1,-4,-5,-3,5
27,3,7,,49061,80,81,73,67,82,66,76,58,18,23,24,16,11,0,26,11
27,4,7,,49280,69,76,55,56,68,63,77,52,8,19,5,6,1,-4,26,5
27,5,7,,49350,169,181,186,128,125,119,89,108,109,124,130,78,56,49,41,64
27,6,7,cel-miR-63,50130,71,57,54,60,59,73,55,55,9,0,5,4,-14,5,7,11
27,7,7,spike_control_c,14264,64,56,51,79,57,64,46,49,4,2,1,3,-15,-1,-3,5
27,8,7,cel-miR-785,49683,69,67,76,67,79,65,72,53,8,16,29,-18,-22,-2,28,12
27,9,7,,48371,86,79,77,71,146,90,100,55,17,25,31,-5,-75,25,49,14
27,10,7,,49288,85,53,53,73,66,67,71,47,15,2,7,-11,-102,2,23,3
27,11,7,,47607,56,63,50,70,76,67,69,52,-6,9,4,-5,-12,2,21,7
27,12,7,,49099,78,60,51,53,56,58,59,48,9,2,7,5,-12,-7,8,6
27,13,7,,50467,67,70,54,60,79,66,57,50,4,18,9,13,10,1,10,9
27,14,7,,49997,58,117,50,48,67,56,61,43,-3,63,5,-1,-5,-12,13,3
27,15,7,,47051,64,49,58,47,67,63,59,37,2,-5,12,-1,-4,-3,13,-4
27,1,8,,49914,57,48,49,46,55,64,56,59,-10,-5,-1,-8,-17,-4,11,13
27,2,8,,50020,60,54,52,56,67,67,70,55,-3,-2,3,4,-3,1,23,10
27,3,8,cel-miR-355,49556,83,109,75,73,98,78,112,62,22,53,23,23,29,13,65,15
27,4,8,,49722,171,173,176,151,232,177,111,135,109,119,129,101,165,107,63,88
27,5,8,,49244,97,185,97,162,248,121,139,83,35,130,49,111,180,52,94,38
27,6,8,,47905,59,54,58,65,58,51,75,53,-5,-3,12,3,-9,-16,28,10
27,7,8,,49699,600,1599,624,1086,2070,1200,413,304,539,1545,577,1001,1985,1133,368,260
27,8,8,spike_control_j,10899,53,62,63,78,84,59,86,42,-8,7,15,-39,-114,-8,39,-2
27,9,8,,47562,153,108,109,114,145,60,140,90,89,52,63,-22,-99,-6,95,48
27,10,8,,47853,100,47,55,63,102,61,72,46,25,-4,10,-23,-138,-7,25,3
27,11,8,,49825,65,52,53,63,77,59,65,52,3,0,5,1,-33,-3,15,9
27,12,8,,49835,74,125,51,46,70,65,44,43,8,67,5,-6,7,0,-5,1
27,13,8,,49390,65,61,56,54,66,61,61,58,-1,8,10,6,2,-3,13,16
27,14,8,,48965,70,60,54,59,71,71,79,58,3,7,7,10,-3,4,31,19
27,15,8,,49862,61,54,49,46,66,60,64,48,-1,1,2,-3,-10,-7,18,9
27,1,9,,50244,61,84,56,49,55,63,62,51,-2,31,5,-3,-16,-4,12,5
27,2,9,,50321,296,669,387,666,1001,377,378,522,236,616,335,616,930,306,329,475
27,3,9,,49689,62,72,52,55,63,65,58,49,2,10,0,2,-9,-3,8,2
27,4,9,,49152,63,55,48,65,71,66,69,48,0,1,-1,7,1,-7,18,1
27,5,9,,11201,72,161,85,96,162,110,76,62,12,102,37,41,96,43,32,17
27,6,9,,50472,68,78,54,65,91,79,72,54,6,11,5,4,21,13,28,8
27,7,9,,49097,89,106,69,85,106,79,58,67,29,48,20,1,-72,16,13,21
27,8,9,,49909,83,113,97,145,190,87,117,88,21,58,50,-46,-157,23,68,44
27,9,9,spike_control_d,10904,86,54,53,447,76,60,74,55,20,3,-1,83,-279,-6,29,12
27,10,9,,49453,77,52,70,248,95,64,86,58,10,3,0,58,-234,-2,40,15
27,11,9,,49119,78,78,67,52,61,74,66,49,9,23,-3,3,-11,7,15,5
27,12,9,,49585,66,50,50,56,55,54,49,46,-3,-2,-4,8,-13,-14,3,2
27,13,9,,49345,60,56,51,51,85,68,65,48,-8,5,5,5,19,2,19,4
27,14,9,,-1,64,78,57,56,68,65,82,45,1,28,11,10,-3,-4,36,3
27,15,9,,49537,343,820,385,439,1123,622,195,222,280,758,339,394,1052,555,152,179
27,1,10,,50311,65,66,54,60,72,62,63,56,0,0,4,10,0,-10,14,8
27,2,10,,49841,75,199,70,63,61,72,78,65,10,121,21,13,-13,2,30,18
27,3,10,,49638,66,161,63,62,65,60,80,55,3,81,14,3,-9,-8,35,11
27,4,10,,47719,66,102,68,73,64,72,73,51,1,43,19,-12,-9,0,30,4
27,5,10,,11019,66,65,60,77,76,63,56,50,4,4,11,7,6,-5,7,3
27,6,10,,29146,75,99,68,73,119,81,92,54,11,38,20,20,16,17,44,7
27,7,10,,49422,57,59,52,62,81,59,68,44,-6,-3,7,1,-201,-6,20,0
27,8,10,,50080,65,108,62,63,74,67,86,69,3,41,9,-75,-278,-2,36,27
27,9,10,,50141,101,54,66,74,85,63,60,52,32,2,-30,-370,-258,-1,14,9
27,10,10,spike_control_g,10905,49,51,51,54,82,52,54,52,-19,0,-95,-113,-452,-13,5,11
27,11,10,,50194,53,52,48,49,80,51,44,44,-15,2,-51,-2,-28,-16,-6,2
27,12,10,,49895,58,58,59,53,56,53,63,50,-9,-4,-3,5,-14,-14,11,7
27,13,10,,49644,72,65,65,66,69,66,69,53,10,12,18,20,2,-2,25,10
27,14,10,,49075,100,255,177,242,306,134,311,107,37,203,134,195,238,66,263,66
27,15,10,,50372,65,95,48,46,70,61,76,41,4,29,3,1,4,-6,28,0
27,1,11,,49037,246,589,215,435,646,265,323,255,179,481,164,387,575,192,278,208
27,2,11,,50386,63,131,58,61,70,61,89,57,-1,18,9,12,-1,-12,44,10
27,3,11,,49438,68,132,69,62,59,60,73,58,5,34,18,8,-13,-10,26,12
27,4,11,,48977,59,99,49,55,68,74,67,54,-3,37,-1,-8,-10,7,18,9
27,5,11,,50151,64,64,56,67,94,72,62,52,3,4,5,12,-14,8,15,7
27,6,11,,50275,68,105,59,86,142,79,89,57,8,44,8,37,-93,12,38,13
27,7,11,cel-miR-797,50379,53,115,52,47,65,57,63,50,-11,51,5,-2,-240,-9,17,9
27,8,11,,49114,62,113,50,56,130,77,76,49,-1,49,-4,6,-133,11,29,7
27,9,11,,49079,86,58,57,53,77,58,67,55,18,-5,-19,-33,-302,-8,20,9
27,10,11,,49286,272,241,269,203,293,240,274,278,207,182,176,110,-505,177,227,237
27,11,11,spike_control_e,10906,81,57,66,55,66,67,81,59,11,0,-11,-1,-20,2,21,17
27,12,11,,30756,3151,2575,1535,1449,6097,2605,1230,1884,3075,2509,1469,1397,6029,2543,1142,1841
27,13,11,,49272,56,55,52,50,68,58,51,44,-8,2,5,2,3,-9,-1,1
27,14,11,,49083,61,115,79,93,93,86,60,50,-1,62,32,45,25,19,12,10
27,15,11,,49412,66,71,60,52,67,61,60,70,3,14,14,5,1,-7,11,29
27,1,12,,48020,72,176,65,61,76,80,76,64,9,40,15,11,3,7,31,17
27,2,12,,49194,70,187,58,82,108,69,59,54,6,36,9,31,34,-2,11,7
27,3,12,,50309,102,176,87,95,215,131,88,89,36,79,37,44,134,59,35,42
27,4,12,,48481,65,89,59,61,90,75,85,64,2,21,9,10,-33,8,37,15
27,5,12,,47431,76,99,61,60,120,66,86,69,14,41,11,9,-382,-1,38,11
27,6,12,cel-miR-231,50380,55,154,59,54,75,64,57,52,-6,93,8,2,-264,-5,7,6
27,7,12,,49771,74,118,62,81,122,73,127,67,10,48,14,31,-183,6,82,22
27,8,12,,48080,1076,1510,933,1069,4040,1754,869,660,1017,1455,883,1022,3765,1689,821,614
27,9,12,,10938,162,86,74,57,171,85,80,83,95,26,16,7,-157,18,35,38
27,10,12,,48237,53,57,55,49,95,70,53,52,-12,1,-13,-1,-276,8,9,10
27,11,12,,49922,128,92,84,57,108,87,86,52,57,36,11,8,37,22,33,9
27,12,12,spike_control_h,10907,73,68,54,53,69,72,85,56,-1,12,1,5,7,9,20,15
27,13,12,,50233,79,148,73,82,115,71,64,54,11,93,25,33,48,4,8,14
27,14,12,,50384,63,56,53,45,73,70,58,46,1,5,3,-3,6,1,6,5
27,15,12,,50409,54,52,45,47,50,62,65,45,-10,3,0,1,-16,-4,19,6
27,1,13,,49178,60,156,45,47,70,64,66,49,-3,48,-5,-3,3,-9,19,1
27,2,13,,49380,58,125,59,55,59,72,77,53,-6,-14,10,4,-12,1,28,5
27,3,13,,49751,94,229,67,81,106,99,96,68,29,102,16,29,28,28,45,22
27,4,13,,50453,57,140,54,48,64,58,65,44,-8,52,5,-3,-64,-6,15,-1
27,5,13,,49917,66,213,56,58,123,64,70,269,2,146,7,8,-618,-2,19,213
27,6,13,,50429,55,95,51,40,90,61,70,49,-10,36,1,-9,-245,-9,23,1
27,7,13,,49237,53,54,53,53,64,64,71,53,-10,-6,5,3,-290,-6,28,9
27,8,13,,49925,83,66,72,53,81,64,66,74,22,5,23,3,-245,-4,18,30
27,9,13,,48994,106,161,71,64,113,68,63,52,36,91,15,19,-76,-1,17,10
27,10,13,,49201,66,51,58,51,69,62,61,46,4,-2,-5,5,-8,-3,13,2
27,11,13,,49322,93,833,61,63,65,68,61,48,18,776,1,12,-2,-1,4,3
27,12,13,,50240,66,69,69,61,55,65,73,54,-6,4,23,13,-9,-2,22,9
27,13,13,,47420,61,70,53,50,61,60,68,52,-9,8,8,-1,-14,-8,19,8
27,14,13,,49165,66,61,60,52,63,59,66,56,5,11,17,4,-18,-11,18,14
27,15,13,,49063,66,263,49,51,63,69,73,48,4,90,5,4,-6,-1,19,8
27,1,14,Hy3,13138,652,723,883,593,957,444,1020,478,585,614,831,542,887,371,968,430
27,2,14,,47289,96,186,81,62,74,75,99,64,30,60,29,10,2,7,54,15
27,3,14,,49580,62,146,54,52,72,66,88,49,-1,29,4,2,-10,1,40,1
27,4,14,,49747,56,112,56,52,82,63,60,51,-8,31,8,2,-100,-6,10,5
27,5,14,,49446,152,449,163,371,670,199,91,106,87,388,115,323,278,130,43,62
27,6,14,,50124,60,55,47,57,82,59,57,51,-2,1,-4,7,-333,-12,13,7
27,7,14,,48960,72,95,58,50,177,68,59,51,8,35,8,1,-609,1,12,6
27,8,14,cel-miR-72,49344,53,93,53,49,70,57,53,49,-10,25,3,1,-252,-9,8,7
27,9,14,,49353,150,65,70,66,96,76,52,46,83,9,19,15,-7,11,6,5
27,10,14,,47301,63,105,82,45,78,58,52,60,1,42,12,-4,9,-7,6,18
27,11,14,,49098,100,107,102,91,200,84,69,63,28,49,39,42,132,18,17,20
27,12,14,,47334,83,116,65,65,122,73,62,65,8,45,17,15,57,7,15,19
27,13,14,Empty,0,71,56,48,43,65,65,44,40,-4,0,3,-5,-2,-5,-2,-3
27,14,14,Hy3,13138,262,360,774,550,460,370,1127,472,194,292,729,504,382,300,1077,429
27,15,14,Hy3,13138,376,1552,385,297,407,274,1133,596,315,1174,339,251,328,203,1082,554
28,1,1,Hy3,13138,2823,1446,4588,3442,4972,931,2472,973,2763,1394,4542,3348,4907,867,2423,931
28,2,1,,46371,98,73,94,84,73,83,119,99,40,25,49,-48,7,20,75,57
28,3,1,,42983,65,57,51,149,60,61,57,42,6,10,5,-75,-4,-2,10,0
28,4,1,,17653,61,52,52,225,58,54,57,48,1,2,9,-157,-9,-9,15,6
28,5,1,,29056,106,99,70,131,122,94,98,61,40,48,25,-175,53,29,52,20
28,6,1,,42550,77,73,62,126,105,79,74,47,10,23,17,-54,34,13,27,7
28,7,1,,42854,63,55,51,65,56,59,79,45,-3,6,5,-83,-17,-6,33,5
28,8,1,,42496,68,57,51,62,57,58,55,45,1,5,8,-21,-8,-8,9,3
28,9,1,,11011,92,75,69,69,82,70,73,49,22,26,24,6,16,4,23,6
28,10,1,,27533,244,251,242,214,672,188,188,88,178,201,197,152,605,122,137,46
28,11,1,cel-miR-1,10916,73,62,55,57,60,69,65,50,11,13,11,6,-10,4,13,10
28,12,1,cel-miR-124,14328,104,147,101,109,176,126,105,135,42,96,55,62,108,64,50,92
28,13,1,,42539,108,97,103,73,204,112,97,65,43,46,58,25,141,48,40,24
28,14,1,,42981,68,51,49,50,61,61,87,51,8,2,2,5,-1,-4,31,9
28,15,1,Hy3,13138,2509,706,4817,817,1722,1184,5153,992,2446,650,4772,775,1659,1120,5091,946
28,1,2,,42708,412,666,472,467,484,544,337,262,350,615,425,365,417,478,288,223
28,2,2,,11141,70,62,59,82,69,56,78,51,11,11,13,-97,3,-14,31,12
28,3,2,,46541,69,57,59,81,63,58,83,56,10,7,11,-329,-3,-6,38,14
